CodigoTerritorial,Departamento,Provincia,Municipio,CodigoRecinto,RecintoNombre,RecintoDireccion,NumMesas,CodigoActa,NroMesa,VotantesHabilitados,PapeletasAnfora,PapeltasNoUtilizadas,P1,P2,P3,P4,VotosValidos,VotosBlancos,VotosNulos,Observaciones,,AperturaHora,AperturaMinutos,CierreHora,CierreMinutos
21002,La Paz,Inquisivi,Quime,2100201240,U.E. Lacuyo,Challa,13,2100201240003,3,754,648,106,165,117,44,284,610,16,22,,,8,1,16,26
21002,La Paz,Inquisivi,Quime,2100201240,U.E. Lacuyo,Challa,13,2100201240004,4,260,204,56,6,32,0,135,173,30,1,,,8,2,16,41
21002,La Paz,Inquisivi,Quime,2100201240,U.E. Lacuyo,Challa,13,2100201240005,5,498,468,30,145,5,6,224,380,50,38,Uso de formularios no oficiales: Llenado de resultados en documentos o formatos no aprobados por el Tribunal Supremo Electoral.,,8,1,16,42
21002,La Paz,Inquisivi,Quime,2100201240,U.E. Lacuyo,Challa,13,2100201240006,6,687,608,79,218,58,7,213,496,69,43,,,8,4,16,46
21002,La Paz,Inquisivi,Quime,2100201240,U.E. Lacuyo,Challa,13,2100201240007,7,750,650,100,143,102,37,309,591,31,28,,,8,1,16,17
21002,La Paz,Inquisivi,Quime,2100201240,U.E. Lacuyo,Challa,13,2100201240008,8,782,623,159,201,41,41,183,466,97,60,,,8,0,16,36
21002,La Paz,Inquisivi,Quime,2100201240,U.E. Lacuyo,Challa,13,2100201240009,9,738,668,70,1,64,21,519,605,28,35,,,8,2,16,21
21002,La Paz,Inquisivi,Quime,2100201240,U.E. Lacuyo,Challa,13,2100201240010,10,59,47,12,10,1,0,27,38,6,3,,,8,0,16,45
21002,La Paz,Inquisivi,Quime,2100201240,U.E. Lacuyo,Challa,13,2100201240011,11,642,561,81,69,10,3,398,480,23,58,,,8,1,16,39
21002,La Paz,Inquisivi,Quime,2100201240,U.E. Lacuyo,Challa,13,2100201240012,12,199,162,37,35,19,3,88,145,8,9,,,8,4,16,16
21002,La Paz,Inquisivi,Quime,2100201240,U.E. Lacuyo,Challa,13,2100201240013,13,135,115,20,33,12,5,37,87,21,7,,,8,4,16,1
21002,La Paz,Inquisivi,Quime,2100201253,(Corcel) Penitenciaria San Antonio,Av. Ayacucho Frente a La Terminal,19,2100201253001,1,195,165,30,40,6,7,80,133,16,16,,,8,3,16,31
21002,La Paz,Inquisivi,Quime,2100201253,(Corcel) Penitenciaria San Antonio,Av. Ayacucho Frente a La Terminal,19,2100201253002,2,121,106,15,25,4,0,61,90,7,9,,,8,4,16,42
21002,La Paz,Inquisivi,Quime,2100201253,(Corcel) Penitenciaria San Antonio,Av. Ayacucho Frente a La Terminal,19,2100201253003,3,40,40,0,1,5,2,30,38,2,0,,,8,1,16,37
21002,La Paz,Inquisivi,Quime,2100201253,(Corcel) Penitenciaria San Antonio,Av. Ayacucho Frente a La Terminal,19,2100201253004,4,746,671,75,124,7,47,460,638,6,27,,,8,1,16,55
21002,La Paz,Inquisivi,Quime,2100201253,(Corcel) Penitenciaria San Antonio,Av. Ayacucho Frente a La Terminal,19,2100201253005,5,26,24,2,4,4,0,14,22,2,0,,,8,4,16,37
21002,La Paz,Inquisivi,Quime,2100201253,(Corcel) Penitenciaria San Antonio,Av. Ayacucho Frente a La Terminal,19,2100201253006,6,835,725,110,256,26,2,339,623,80,22,,,8,0,16,6
21002,La Paz,Inquisivi,Quime,2100201253,(Corcel) Penitenciaria San Antonio,Av. Ayacucho Frente a La Terminal,19,2100201253007,7,957,939,18,3,102,40,742,887,21,31,,,8,2,16,56
21002,La Paz,Inquisivi,Quime,2100201253,(Corcel) Penitenciaria San Antonio,Av. Ayacucho Frente a La Terminal,19,2100201253008,8,756,617,139,214,40,45,243,542,69,6,,,8,0,16,53
21002,La Paz,Inquisivi,Quime,2100201253,(Corcel) Penitenciaria San Antonio,Av. Ayacucho Frente a La Terminal,19,2100201253009,9,150,138,12,44,22,9,53,128,8,2,,,8,3,16,51
21002,La Paz,Inquisivi,Quime,2100201253,(Corcel) Penitenciaria San Antonio,Av. Ayacucho Frente a La Terminal,19,2100201253010,10,975,785,190,201,70,13,371,655,33,97,,,8,0,16,0
21002,La Paz,Inquisivi,Quime,2100201253,(Corcel) Penitenciaria San Antonio,Av. Ayacucho Frente a La Terminal,19,2100201253011,11,241,212,29,36,1,1,143,181,30,1,,,8,0,16,57
21002,La Paz,Inquisivi,Quime,2100201253,(Corcel) Penitenciaria San Antonio,Av. Ayacucho Frente a La Terminal,19,2100201253012,12,773,758,15,200,83,25,323,631,92,35,,,8,3,16,32
21002,La Paz,Inquisivi,Quime,2100201253,(Corcel) Penitenciaria San Antonio,Av. Ayacucho Frente a La Terminal,19,2100201253013,13,67,59,8,26,9,0,18,53,6,0,,,8,4,16,15
21002,La Paz,Inquisivi,Quime,2100201253,(Corcel) Penitenciaria San Antonio,Av. Ayacucho Frente a La Terminal,19,2100201253014,14,377,295,82,113,17,3,157,290,0,5,,,8,1,16,45
21002,La Paz,Inquisivi,Quime,2100201253,(Corcel) Penitenciaria San Antonio,Av. Ayacucho Frente a La Terminal,19,2100201253015,15,168,155,13,32,14,0,78,124,17,14,,,8,1,16,31
21002,La Paz,Inquisivi,Quime,2100201253,(Corcel) Penitenciaria San Antonio,Av. Ayacucho Frente a La Terminal,19,2100201253016,16,926,829,97,106,18,13,608,745,28,56,,,8,2,16,45
21002,La Paz,Inquisivi,Quime,2100201253,(Corcel) Penitenciaria San Antonio,Av. Ayacucho Frente a La Terminal,19,2100201253017,17,612,549,63,192,78,21,104,395,95,59,,,8,1,16,49
21002,La Paz,Inquisivi,Quime,2100201253,(Corcel) Penitenciaria San Antonio,Av. Ayacucho Frente a La Terminal,19,2100201253018,18,35,28,7,3,0,1,19,23,4,1,,,8,4,16,54
21002,La Paz,Inquisivi,Quime,2100201253,(Corcel) Penitenciaria San Antonio,Av. Ayacucho Frente a La Terminal,19,2100201253019,19,251,201,50,68,23,8,68,167,27,7,,,8,1,16,42
21003,La Paz,Inquisivi,Cajuata,2100301272,Sede Sindical De Chahuarani Chico,En la Sede de Chahuarani Chico,19,2100301272001,1,727,618,109,56,43,52,416,567,50,1,,,8,0,16,12
21003,La Paz,Inquisivi,Cajuata,2100301272,Sede Sindical De Chahuarani Chico,En la Sede de Chahuarani Chico,19,2100301272002,2,706,662,44,295,5,8,304,612,28,22,,,8,4,16,42
21003,La Paz,Inquisivi,Cajuata,2100301272,Sede Sindical De Chahuarani Chico,En la Sede de Chahuarani Chico,19,2100301272003,3,507,477,30,183,42,37,151,413,55,9,,,8,0,16,4
21003,La Paz,Inquisivi,Cajuata,2100301272,Sede Sindical De Chahuarani Chico,En la Sede de Chahuarani Chico,19,2100301272004,4,102,88,14,29,10,6,39,84,4,0,,,8,3,16,11
21003,La Paz,Inquisivi,Cajuata,2100301272,Sede Sindical De Chahuarani Chico,En la Sede de Chahuarani Chico,19,2100301272005,5,319,314,5,22,56,1,204,283,8,23,,,8,3,16,30
21003,La Paz,Inquisivi,Cajuata,2100301272,Sede Sindical De Chahuarani Chico,En la Sede de Chahuarani Chico,19,2100301272006,6,433,364,69,33,4,6,233,276,58,30,,,8,0,16,11
21003,La Paz,Inquisivi,Cajuata,2100301272,Sede Sindical De Chahuarani Chico,En la Sede de Chahuarani Chico,19,2100301272007,7,808,646,162,243,77,32,187,539,64,43,,,8,4,16,1
21003,La Paz,Inquisivi,Cajuata,2100301272,Sede Sindical De Chahuarani Chico,En la Sede de Chahuarani Chico,19,2100301272008,8,477,390,87,125,41,8,131,305,51,34,,,8,1,16,42
21003,La Paz,Inquisivi,Cajuata,2100301272,Sede Sindical De Chahuarani Chico,En la Sede de Chahuarani Chico,19,2100301272009,9,537,430,107,15,60,11,250,336,81,13,,,8,4,16,55
21003,La Paz,Inquisivi,Cajuata,2100301272,Sede Sindical De Chahuarani Chico,En la Sede de Chahuarani Chico,19,2100301272010,10,823,686,137,20,6,29,488,543,101,42,,,8,3,16,1
21003,La Paz,Inquisivi,Cajuata,2100301272,Sede Sindical De Chahuarani Chico,En la Sede de Chahuarani Chico,19,2100301272011,11,968,765,203,150,6,54,422,632,55,78,,,8,3,16,49
21003,La Paz,Inquisivi,Cajuata,2100301272,Sede Sindical De Chahuarani Chico,En la Sede de Chahuarani Chico,19,2100301272012,12,350,336,14,82,31,5,145,263,51,22,,,8,0,16,21
21003,La Paz,Inquisivi,Cajuata,2100301272,Sede Sindical De Chahuarani Chico,En la Sede de Chahuarani Chico,19,2100301272013,13,714,674,40,13,5,32,515,565,93,16,,,8,2,16,59
21003,La Paz,Inquisivi,Cajuata,2100301272,Sede Sindical De Chahuarani Chico,En la Sede de Chahuarani Chico,19,2100301272014,14,7,7,0,0,0,0,7,7,0,0,,,8,2,16,20
21003,La Paz,Inquisivi,Cajuata,2100301272,Sede Sindical De Chahuarani Chico,En la Sede de Chahuarani Chico,19,2100301272015,15,172,146,26,3,18,6,93,120,21,5,,,8,3,17,34
21003,La Paz,Inquisivi,Cajuata,2100301272,Sede Sindical De Chahuarani Chico,En la Sede de Chahuarani Chico,19,2100301272016,16,343,276,67,79,25,11,107,222,29,25,,,8,0,16,43
21003,La Paz,Inquisivi,Cajuata,2100301272,Sede Sindical De Chahuarani Chico,En la Sede de Chahuarani Chico,19,2100301272017,17,87,80,7,28,4,1,28,61,13,6,,,8,3,16,8
21003,La Paz,Inquisivi,Cajuata,2100301272,Sede Sindical De Chahuarani Chico,En la Sede de Chahuarani Chico,19,2100301272018,18,749,631,118,133,33,31,382,579,42,10,,,8,3,16,13
21003,La Paz,Inquisivi,Cajuata,2100301272,Sede Sindical De Chahuarani Chico,En la Sede de Chahuarani Chico,19,2100301272019,19,712,559,153,129,41,26,255,451,38,70,,,8,3,16,53
21005,La Paz,Inquisivi,Ichoca,2100501291,U.E. Avelino Morida,Zubieta,9,2100501291001,1,448,437,11,120,73,31,174,398,15,24,,,8,4,16,27
21005,La Paz,Inquisivi,Ichoca,2100501291,U.E. Avelino Morida,Zubieta,9,2100501291002,2,569,464,105,78,25,28,215,346,74,44,,,8,3,16,14
21005,La Paz,Inquisivi,Ichoca,2100501291,U.E. Avelino Morida,Zubieta,9,2100501291003,3,288,253,35,72,12,20,100,204,29,20,,,8,2,16,26
21005,La Paz,Inquisivi,Ichoca,2100501291,U.E. Avelino Morida,Zubieta,9,2100501291004,4,157,136,21,2,3,8,90,103,18,15,,,8,1,16,26
21005,La Paz,Inquisivi,Ichoca,2100501291,U.E. Avelino Morida,Zubieta,9,2100501291005,5,262,223,39,5,11,5,161,182,26,15,,,8,4,16,48
21005,La Paz,Inquisivi,Ichoca,2100501291,U.E. Avelino Morida,Zubieta,9,2100501291006,6,428,349,79,22,44,10,194,270,39,40,,,8,2,16,1
21005,La Paz,Inquisivi,Ichoca,2100501291,U.E. Avelino Morida,Zubieta,9,2100501291007,7,976,904,72,339,57,1,378,775,124,5,,,8,2,16,44
21005,La Paz,Inquisivi,Ichoca,2100501291,U.E. Avelino Morida,Zubieta,9,2100501291008,8,484,419,65,52,57,16,220,345,49,25,,,8,3,16,47
21005,La Paz,Inquisivi,Ichoca,2100501291,U.E. Avelino Morida,Zubieta,9,2100501291009,9,400,321,79,118,4,16,155,293,20,8,,,8,0,16,22
21006,La Paz,Inquisivi,Licoma Pampa,2100601300,Colegio Padre Andros Cuschieri,Calle Kanaut S/N,8,2100601300001,1,688,665,23,19,37,46,515,617,44,4,,,8,1,16,28
21006,La Paz,Inquisivi,Licoma Pampa,2100601300,Colegio Padre Andros Cuschieri,Calle Kanaut S/N,8,2100601300002,2,624,616,8,50,8,20,392,470,92,54,,,8,3,16,54
21006,La Paz,Inquisivi,Licoma Pampa,2100601300,Colegio Padre Andros Cuschieri,Calle Kanaut S/N,8,2100601300003,3,199,196,3,60,9,0,105,174,5,17,,,8,1,16,0
21006,La Paz,Inquisivi,Licoma Pampa,2100601300,Colegio Padre Andros Cuschieri,Calle Kanaut S/N,8,2100601300004,4,98,98,0,36,14,5,34,89,4,5,Errores de transcripción: Tachaduras o enmiendas en las casillas de resultados que no fueron aclaradas en el espacio de Observaciones con la frase corre y vale.,,8,3,16,47
21006,La Paz,Inquisivi,Licoma Pampa,2100601300,Colegio Padre Andros Cuschieri,Calle Kanaut S/N,8,2100601300005,5,140,120,20,9,16,0,85,110,5,5,,,8,0,16,51
21006,La Paz,Inquisivi,Licoma Pampa,2100601300,Colegio Padre Andros Cuschieri,Calle Kanaut S/N,8,2100601300006,6,443,399,44,70,30,27,222,349,33,17,,,8,3,16,5
21006,La Paz,Inquisivi,Licoma Pampa,2100601300,Colegio Padre Andros Cuschieri,Calle Kanaut S/N,8,2100601300007,7,595,556,39,200,38,13,247,498,22,36,,,8,1,16,37
21006,La Paz,Inquisivi,Licoma Pampa,2100601300,Colegio Padre Andros Cuschieri,Calle Kanaut S/N,8,2100601300008,8,678,582,96,205,1,0,323,529,9,44,,,8,0,16,21
21006,La Paz,Inquisivi,Licoma Pampa,2100601308,U.E. 27 de Mayo,Reno Barrientos Ortuoo,10,2100601308001,1,585,528,57,104,33,6,252,395,86,47,,,8,0,16,42
21006,La Paz,Inquisivi,Licoma Pampa,2100601308,U.E. 27 de Mayo,Reno Barrientos Ortuoo,10,2100601308002,2,824,796,28,77,43,24,602,746,15,35,,,8,4,16,58
21006,La Paz,Inquisivi,Licoma Pampa,2100601308,U.E. 27 de Mayo,Reno Barrientos Ortuoo,10,2100601308003,3,676,612,64,152,24,36,350,562,37,13,,,8,0,16,3
21006,La Paz,Inquisivi,Licoma Pampa,2100601308,U.E. 27 de Mayo,Reno Barrientos Ortuoo,10,2100601308004,4,751,682,69,55,77,21,418,571,51,60,,,8,3,16,47
21006,La Paz,Inquisivi,Licoma Pampa,2100601308,U.E. 27 de Mayo,Reno Barrientos Ortuoo,10,2100601308005,5,785,668,117,85,94,19,346,544,47,77,,,8,1,16,53
21006,La Paz,Inquisivi,Licoma Pampa,2100601308,U.E. 27 de Mayo,Reno Barrientos Ortuoo,10,2100601308006,6,744,590,154,168,75,11,196,450,99,41,,,8,1,16,45
21006,La Paz,Inquisivi,Licoma Pampa,2100601308,U.E. 27 de Mayo,Reno Barrientos Ortuoo,10,2100601308007,7,849,686,163,211,41,18,225,495,133,58,,,8,2,16,34
21006,La Paz,Inquisivi,Licoma Pampa,2100601308,U.E. 27 de Mayo,Reno Barrientos Ortuoo,10,2100601308008,8,436,422,14,32,10,18,324,384,19,19,,,8,3,16,48
21006,La Paz,Inquisivi,Licoma Pampa,2100601308,U.E. 27 de Mayo,Reno Barrientos Ortuoo,10,2100601308009,9,189,170,19,70,22,0,58,150,17,3,,,8,2,16,13
21006,La Paz,Inquisivi,Licoma Pampa,2100601308,U.E. 27 de Mayo,Reno Barrientos Ortuoo,10,2100601308010,10,132,120,12,44,18,10,39,111,8,1,,,8,3,16,16
21101,La Paz,Sud Yungas,Chulumani,2110101318,Colegio Pio XII,25 de Mayo entre Punata,14,2110101318001,1,849,844,5,112,73,31,544,760,27,57,,,8,2,16,28
21101,La Paz,Sud Yungas,Chulumani,2110101318,Colegio Pio XII,25 de Mayo entre Punata,14,2110101318002,2,258,237,21,45,13,9,139,206,30,1,,,8,4,16,5
21101,La Paz,Sud Yungas,Chulumani,2110101318,Colegio Pio XII,25 de Mayo entre Punata,14,2110101318003,3,998,787,211,211,23,23,324,581,149,57,,,8,4,16,25
21101,La Paz,Sud Yungas,Chulumani,2110101318,Colegio Pio XII,25 de Mayo entre Punata,14,2110101318004,4,571,493,78,173,7,36,226,442,35,16,,,8,4,16,22
21101,La Paz,Sud Yungas,Chulumani,2110101318,Colegio Pio XII,25 de Mayo entre Punata,14,2110101318005,5,694,692,2,249,71,38,200,558,84,50,,,8,4,16,9
21101,La Paz,Sud Yungas,Chulumani,2110101318,Colegio Pio XII,25 de Mayo entre Punata,14,2110101318006,6,543,472,71,71,39,27,219,356,71,45,,,8,1,16,26
21101,La Paz,Sud Yungas,Chulumani,2110101318,Colegio Pio XII,25 de Mayo entre Punata,14,2110101318007,7,893,723,170,166,74,35,265,540,125,58,,,8,3,16,17
21101,La Paz,Sud Yungas,Chulumani,2110101318,Colegio Pio XII,25 de Mayo entre Punata,14,2110101318008,8,15,12,3,0,1,0,10,11,1,0,,,8,4,16,5
21101,La Paz,Sud Yungas,Chulumani,2110101318,Colegio Pio XII,25 de Mayo entre Punata,14,2110101318009,9,362,359,3,47,16,27,241,331,23,5,,,8,1,16,25
21101,La Paz,Sud Yungas,Chulumani,2110101318,Colegio Pio XII,25 de Mayo entre Punata,14,2110101318010,10,484,379,105,146,46,15,107,314,39,26,,,8,1,16,28
21101,La Paz,Sud Yungas,Chulumani,2110101318,Colegio Pio XII,25 de Mayo entre Punata,14,2110101318011,11,748,616,132,86,79,15,282,462,104,50,,,8,3,16,35
21101,La Paz,Sud Yungas,Chulumani,2110101318,Colegio Pio XII,25 de Mayo entre Punata,14,2110101318012,12,956,808,148,117,27,42,498,684,111,13,,,8,3,16,6
21101,La Paz,Sud Yungas,Chulumani,2110101318,Colegio Pio XII,25 de Mayo entre Punata,14,2110101318013,13,991,965,26,5,32,1,762,800,120,45,,,8,2,16,58
21101,La Paz,Sud Yungas,Chulumani,2110101318,Colegio Pio XII,25 de Mayo entre Punata,14,2110101318014,14,324,265,59,83,22,13,94,212,34,19,,,8,0,16,38
21101,La Paz,Sud Yungas,Chulumani,2110101332,Nucleo Escolar Ismael Montes,Conda Baja,15,2110101332001,1,359,342,17,119,2,0,190,311,31,0,,,8,1,16,45
21101,La Paz,Sud Yungas,Chulumani,2110101332,Nucleo Escolar Ismael Montes,Conda Baja,15,2110101332002,2,573,469,104,96,66,38,230,430,0,39,,,8,4,16,32
21101,La Paz,Sud Yungas,Chulumani,2110101332,Nucleo Escolar Ismael Montes,Conda Baja,15,2110101332003,3,340,309,31,128,5,22,121,276,32,1,,,8,3,16,24
21101,La Paz,Sud Yungas,Chulumani,2110101332,Nucleo Escolar Ismael Montes,Conda Baja,15,2110101332004,4,526,489,37,57,33,17,264,371,75,43,,,8,2,16,45
21101,La Paz,Sud Yungas,Chulumani,2110101332,Nucleo Escolar Ismael Montes,Conda Baja,15,2110101332005,5,189,187,2,39,24,0,87,150,21,16,,,8,2,16,9
21101,La Paz,Sud Yungas,Chulumani,2110101332,Nucleo Escolar Ismael Montes,Conda Baja,15,2110101332006,6,317,271,46,99,25,20,109,253,13,5,,,8,4,16,48
21101,La Paz,Sud Yungas,Chulumani,2110101332,Nucleo Escolar Ismael Montes,Conda Baja,15,2110101332007,7,409,325,84,55,45,0,149,249,62,14,,,8,1,16,57
21101,La Paz,Sud Yungas,Chulumani,2110101332,Nucleo Escolar Ismael Montes,Conda Baja,15,2110101332008,8,715,647,68,261,102,20,154,537,50,60,,,8,0,16,45
21101,La Paz,Sud Yungas,Chulumani,2110101332,Nucleo Escolar Ismael Montes,Conda Baja,15,2110101332009,9,512,511,1,93,38,45,310,486,9,16,,,8,0,16,19
21101,La Paz,Sud Yungas,Chulumani,2110101332,Nucleo Escolar Ismael Montes,Conda Baja,15,2110101332010,10,868,832,36,58,49,42,619,768,54,10,,,8,0,16,53
21101,La Paz,Sud Yungas,Chulumani,2110101332,Nucleo Escolar Ismael Montes,Conda Baja,15,2110101332011,11,531,451,80,17,5,7,331,360,43,48,,,8,3,16,25
21101,La Paz,Sud Yungas,Chulumani,2110101332,Nucleo Escolar Ismael Montes,Conda Baja,15,2110101332012,12,810,639,171,204,15,38,286,543,77,19,,,8,4,16,11
21101,La Paz,Sud Yungas,Chulumani,2110101332,Nucleo Escolar Ismael Montes,Conda Baja,15,2110101332013,13,123,118,5,9,12,2,78,101,16,1,,,8,3,16,19
21101,La Paz,Sud Yungas,Chulumani,2110101332,Nucleo Escolar Ismael Montes,Conda Baja,15,2110101332014,14,269,232,37,13,6,0,163,182,39,11,,,8,0,16,31
21101,La Paz,Sud Yungas,Chulumani,2110101332,Nucleo Escolar Ismael Montes,Conda Baja,15,2110101332015,15,73,69,4,16,2,2,41,61,8,0,,,8,2,16,17
21102,La Paz,Sud Yungas,Irupana,2110201347,U.E. 14 de Septiembre,Villa 14 de Septiembre,6,2110201347001,1,982,831,151,127,26,37,521,711,39,81,,,8,1,16,57
21102,La Paz,Sud Yungas,Irupana,2110201347,U.E. 14 de Septiembre,Villa 14 de Septiembre,6,2110201347002,2,315,279,36,103,23,2,127,255,8,16,,,8,2,16,11
21102,La Paz,Sud Yungas,Irupana,2110201347,U.E. 14 de Septiembre,Villa 14 de Septiembre,6,2110201347003,3,959,768,191,288,74,54,297,713,50,5,,,8,3,16,47
21102,La Paz,Sud Yungas,Irupana,2110201347,U.E. 14 de Septiembre,Villa 14 de Septiembre,6,2110201347004,4,258,257,1,79,9,5,155,248,6,3,,,8,1,16,15
21102,La Paz,Sud Yungas,Irupana,2110201347,U.E. 14 de Septiembre,Villa 14 de Septiembre,6,2110201347005,5,221,194,27,68,5,6,78,157,21,16,,,8,3,16,46
21102,La Paz,Sud Yungas,Irupana,2110201347,U.E. 14 de Septiembre,Villa 14 de Septiembre,6,2110201347006,6,939,756,183,209,45,12,353,619,130,7,,,8,3,16,18
21103,La Paz,Sud Yungas,Yanacachi,2110301353,Escuela Cristal Mayu,Cristal Mayu,10,2110301353001,1,746,611,135,12,47,18,522,599,0,12,,,8,0,16,3
21103,La Paz,Sud Yungas,Yanacachi,2110301353,Escuela Cristal Mayu,Cristal Mayu,10,2110301353002,2,92,79,13,25,3,3,34,65,7,7,,,8,0,16,22
21103,La Paz,Sud Yungas,Yanacachi,2110301353,Escuela Cristal Mayu,Cristal Mayu,10,2110301353003,3,841,807,34,265,82,75,340,762,32,13,,,8,1,16,55
21103,La Paz,Sud Yungas,Yanacachi,2110301353,Escuela Cristal Mayu,Cristal Mayu,10,2110301353004,4,407,320,87,45,11,14,206,276,21,23,,,8,0,16,31
21103,La Paz,Sud Yungas,Yanacachi,2110301353,Escuela Cristal Mayu,Cristal Mayu,10,2110301353005,5,950,849,101,13,108,0,518,639,119,91,,,8,2,16,27
21103,La Paz,Sud Yungas,Yanacachi,2110301353,Escuela Cristal Mayu,Cristal Mayu,10,2110301353006,6,662,627,35,77,2,29,462,570,33,24,,,8,0,17,45
21103,La Paz,Sud Yungas,Yanacachi,2110301353,Escuela Cristal Mayu,Cristal Mayu,10,2110301353007,7,296,257,39,6,24,18,148,196,47,14,,,8,1,16,26
21103,La Paz,Sud Yungas,Yanacachi,2110301353,Escuela Cristal Mayu,Cristal Mayu,10,2110301353008,8,736,682,54,200,51,17,297,565,82,35,,,8,0,16,6
21103,La Paz,Sud Yungas,Yanacachi,2110301353,Escuela Cristal Mayu,Cristal Mayu,10,2110301353009,9,969,961,8,252,127,21,474,874,63,24,,,8,1,16,10
21103,La Paz,Sud Yungas,Yanacachi,2110301353,Escuela Cristal Mayu,Cristal Mayu,10,2110301353010,10,768,682,86,122,38,14,484,658,6,18,,,8,1,16,32
21103,La Paz,Sud Yungas,Yanacachi,2110301363,U.E. Nacional San Isidro,Zona Alto Buena Vista Otb Kasa Wasa,10,2110301363001,1,989,870,119,71,13,12,652,748,117,5,,,8,1,16,28
21103,La Paz,Sud Yungas,Yanacachi,2110301363,U.E. Nacional San Isidro,Zona Alto Buena Vista Otb Kasa Wasa,10,2110301363002,2,301,296,5,98,42,0,109,249,40,7,,,8,0,16,46
21103,La Paz,Sud Yungas,Yanacachi,2110301363,U.E. Nacional San Isidro,Zona Alto Buena Vista Otb Kasa Wasa,10,2110301363003,3,344,290,54,33,40,2,144,219,41,30,,,8,1,16,47
21103,La Paz,Sud Yungas,Yanacachi,2110301363,U.E. Nacional San Isidro,Zona Alto Buena Vista Otb Kasa Wasa,10,2110301363004,4,740,665,75,106,28,30,440,604,7,54,,,9,3,16,4
21103,La Paz,Sud Yungas,Yanacachi,2110301363,U.E. Nacional San Isidro,Zona Alto Buena Vista Otb Kasa Wasa,10,2110301363005,5,946,929,17,91,95,13,580,779,83,67,,,8,1,16,39
21103,La Paz,Sud Yungas,Yanacachi,2110301363,U.E. Nacional San Isidro,Zona Alto Buena Vista Otb Kasa Wasa,10,2110301363006,6,589,564,25,1,52,33,329,415,92,57,,,8,1,16,56
21103,La Paz,Sud Yungas,Yanacachi,2110301363,U.E. Nacional San Isidro,Zona Alto Buena Vista Otb Kasa Wasa,10,2110301363007,7,255,213,42,21,35,12,117,185,16,12,,,8,0,16,13
21103,La Paz,Sud Yungas,Yanacachi,2110301363,U.E. Nacional San Isidro,Zona Alto Buena Vista Otb Kasa Wasa,10,2110301363008,8,486,397,89,66,34,7,189,296,69,32,,,8,2,16,25
21103,La Paz,Sud Yungas,Yanacachi,2110301363,U.E. Nacional San Isidro,Zona Alto Buena Vista Otb Kasa Wasa,10,2110301363009,9,689,568,121,113,17,23,329,482,30,56,,,8,0,16,50
21103,La Paz,Sud Yungas,Yanacachi,2110301363,U.E. Nacional San Isidro,Zona Alto Buena Vista Otb Kasa Wasa,10,2110301363010,10,415,344,71,123,17,6,118,264,59,21,,,8,0,16,30
21104,La Paz,Sud Yungas,Palos Blancos,2110401373,Escuela Dr. Demetrio Canelas,Ayapampa,8,2110401373001,1,886,747,139,8,74,41,420,543,125,79,,,8,1,16,45
21104,La Paz,Sud Yungas,Palos Blancos,2110401373,Escuela Dr. Demetrio Canelas,Ayapampa,8,2110401373002,2,628,561,67,100,91,31,254,476,35,50,,,8,2,16,31
21104,La Paz,Sud Yungas,Palos Blancos,2110401373,Escuela Dr. Demetrio Canelas,Ayapampa,8,2110401373003,3,169,152,17,40,4,8,72,124,18,10,,,8,1,16,4
21104,La Paz,Sud Yungas,Palos Blancos,2110401373,Escuela Dr. Demetrio Canelas,Ayapampa,8,2110401373004,4,519,421,98,45,13,32,262,352,21,48,,,8,4,16,37
21104,La Paz,Sud Yungas,Palos Blancos,2110401373,Escuela Dr. Demetrio Canelas,Ayapampa,8,2110401373005,5,948,916,32,2,59,69,716,846,55,15,,,8,4,16,21
21104,La Paz,Sud Yungas,Palos Blancos,2110401373,Escuela Dr. Demetrio Canelas,Ayapampa,8,2110401373006,6,122,97,25,17,4,2,59,82,6,9,,,8,3,16,57
21104,La Paz,Sud Yungas,Palos Blancos,2110401373,Escuela Dr. Demetrio Canelas,Ayapampa,8,2110401373007,7,66,52,14,12,0,2,27,41,6,5,,,8,3,16,6
21104,La Paz,Sud Yungas,Palos Blancos,2110401373,Escuela Dr. Demetrio Canelas,Ayapampa,8,2110401373008,8,256,254,2,8,9,18,166,201,28,25,,,8,1,17,46
21104,La Paz,Sud Yungas,Palos Blancos,2110401381,Unidad Educativa Quiroga,Quiroga,3,2110401381001,1,988,819,169,261,45,6,343,655,143,21,,,8,1,16,50
21104,La Paz,Sud Yungas,Palos Blancos,2110401381,Unidad Educativa Quiroga,Quiroga,3,2110401381002,2,177,164,13,63,7,12,57,139,15,10,,,8,0,16,44
21104,La Paz,Sud Yungas,Palos Blancos,2110401381,Unidad Educativa Quiroga,Quiroga,3,2110401381003,3,52,52,0,21,1,3,19,44,6,2,,,8,3,16,9
21105,La Paz,Sud Yungas,La Asunta,2110501384,U.E. Nacional San Isidro,Zona Alto Buena Vista Otb Kasa Wasa,3,2110501384001,1,436,393,43,61,33,30,229,353,35,5,,,8,3,16,38
21105,La Paz,Sud Yungas,La Asunta,2110501384,U.E. Nacional San Isidro,Zona Alto Buena Vista Otb Kasa Wasa,3,2110501384002,2,603,494,109,94,82,42,261,479,15,0,,,8,1,16,29
21105,La Paz,Sud Yungas,La Asunta,2110501384,U.E. Nacional San Isidro,Zona Alto Buena Vista Otb Kasa Wasa,3,2110501384003,3,813,697,116,135,12,3,419,569,123,5,,,8,2,16,42
