CodigoRecinto,CodigoActa,NroMesa,VotantesHabilitados
2060300926,2060300926005,5,184
2060300926,2060300926006,6,154
2060300926,2060300926007,7,379
2060300926,2060300926008,8,112
2060300926,2060300926009,9,342
2060300926,2060300926010,10,240
2060300926,2060300926011,11,188
2060300926,2060300926012,12,966
2060300926,2060300926013,13,843
2060300926,2060300926014,14,624
2060400940,2060400940001,1,67
2060400940,2060400940002,2,992
2060400940,2060400940003,3,942
2060400940,2060400940004,4,762
2060400940,2060400940005,5,651
2060400940,2060400940006,6,294
2060400940,2060400940007,7,245
2060400940,2060400940008,8,996
2060400948,2060400948001,1,935
2060500949,2060500949001,1,143
2060500949,2060500949002,2,17
2060500949,2060500949003,3,635
2060500949,2060500949004,4,210
2060500949,2060500949005,5,54
2060500949,2060500949006,6,260
2060500949,2060500949007,7,653
2060500949,2060500949008,8,159
2060500949,2060500949009,9,546
2060500949,2060500949010,10,216
2060500949,2060500949011,11,200
2060500949,2060500949012,12,658
2060500949,2060500949013,13,484
2060500962,2060500962001,1,655
2060500962,2060500962002,2,951
2060500962,2060500962003,3,278
2060500962,2060500962004,4,167
2060500962,2060500962005,5,201
2060500962,2060500962006,6,450
2060500962,2060500962007,7,807
2060500962,2060500962008,8,82
2060500962,2060500962009,9,770
2060600971,2060600971001,1,790
2060600971,2060600971002,2,750
2060600971,2060600971003,3,73
2060600971,2060600971004,4,277
2060600971,2060600971005,5,173
2060600971,2060600971006,6,571
2060700977,2060700977001,1,37
2060700977,2060700977002,2,407
2060700977,2060700977003,3,113
2060700977,2060700977004,4,514
2060700977,2060700977005,5,677
2060800982,2060800982001,1,543
2060800982,2060800982002,2,956
2060800982,2060800982003,3,559
2060800982,2060800982004,4,791
2060800982,2060800982005,5,51
2060800982,2060800982006,6,950
2060800982,2060800982007,7,921
2060800982,2060800982008,8,551
2060800982,2060800982009,9,248
2060800982,2060800982010,10,422
2060800982,2060800982011,11,37
2060800982,2060800982012,12,222
2060800982,2060800982013,13,1
2060800982,2060800982014,14,255
2070100996,2070100996001,1,807
2070100996,2070100996002,2,584
2070100996,2070100996003,3,458
2070100996,2070100996004,4,675
2070100996,2070100996005,5,141
2070100996,2070100996006,6,228
2070100996,2070100996007,7,615
2070100996,2070100996008,8,749
2070100996,2070100996009,9,601
2070100996,2070100996010,10,848
2070100996,2070100996011,11,43
2070100996,2070100996012,12,51
2070100996,2070100996013,13,195
2070101009,2070101009001,1,808
2070101009,2070101009002,2,824
2070101009,2070101009003,3,395
2070101009,2070101009004,4,748
2070101009,2070101009005,5,357
2070101009,2070101009006,6,45
2070101015,2070101015001,1,468
2070101015,2070101015002,2,721
2070101015,2070101015003,3,204
2070101015,2070101015004,4,7
2070101015,2070101015005,5,610
2070101020,2070101020001,1,305
2070101020,2070101020002,2,308
2070101020,2070101020003,3,810
2070101020,2070101020004,4,945
2070101020,2070101020005,5,213
2070101020,2070101020006,6,885
2070101020,2070101020007,7,966
2070101020,2070101020008,8,291
2080101028,2080101028001,1,475
2080101028,2080101028002,2,668
2080101028,2080101028003,3,61
2080101028,2080101028004,4,11
2080101028,2080101028005,5,389
2080101028,2080101028006,6,83
2080101034,2080101034001,1,756
2080101034,2080101034002,2,821
2080101034,2080101034003,3,347
2080201037,2080201037001,1,443
2080201037,2080201037002,2,209
2080201037,2080201037003,3,115
2080201037,2080201037004,4,775
2080201037,2080201037005,5,123
2080201037,2080201037006,6,367
2080201037,2080201037007,7,747
2080201037,2080201037008,8,891
2080201037,2080201037009,9,737
2080201046,2080201046001,1,857
2080201046,2080201046002,2,619
2080201046,2080201046003,3,128
2080201046,2080201046004,4,71
2080201046,2080201046005,5,428
2080201046,2080201046006,6,396
2080201046,2080201046007,7,114
2080201046,2080201046008,8,985
2080201046,2080201046009,9,603
2080201046,2080201046010,10,297
2080201046,2080201046011,11,338
2080201046,2080201046012,12,180
2080201046,2080201046013,13,498
2080201046,2080201046014,14,204
2080201046,2080201046015,15,417
2080201046,2080201046016,16,749
2080201046,2080201046017,17,148
2080201046,2080201046018,18,456
2080201046,2080201046019,19,641
2080201046,2080201046020,20,247
2080201066,2080201066001,1,649
2080201066,2080201066002,2,525
2080201066,2080201066003,3,234
2080201066,2080201066004,4,660
2080301070,2080301070001,1,4
2080301070,2080301070002,2,532
2080301070,2080301070003,3,731
2080301070,2080301070004,4,794
2080301070,2080301070005,5,977
2080301070,2080301070006,6,121
2080301070,2080301070007,7,436
2080301070,2080301070008,8,425
2080301070,2080301070009,9,667
2080301070,2080301070010,10,600
2080301070,2080301070011,11,277
2080301070,2080301070012,12,71
2080301070,2080301070013,13,782
2080301070,2080301070014,14,104
2080301070,2080301070015,15,776
2080301070,2080301070016,16,544
2080301086,2080301086001,1,842
2080301086,2080301086002,2,353
2080301086,2080301086003,3,283
2080301089,2080301089001,1,581
2080301089,2080301089002,2,204
2080301089,2080301089003,3,857
2080301089,2080301089004,4,311
2080301089,2080301089005,5,965
2080301089,2080301089006,6,542
2080301089,2080301089007,7,363
2080301089,2080301089008,8,403
2080301089,2080301089009,9,104
2080301089,2080301089010,10,659
2080301089,2080301089011,11,655
2080301089,2080301089012,12,114
2080301089,2080301089013,13,428
2080301089,2080301089014,14,639
2080401103,2080401103001,1,189
2080401103,2080401103002,2,24
2080401103,2080401103003,3,169
2080401103,2080401103004,4,967
2080401107,2080401107001,1,628
2080501108,2080501108001,1,112
2080501108,2080501108002,2,967
2080501108,2080501108003,3,974
2080501108,2080501108004,4,291
2080501108,2080501108005,5,440
2080501108,2080501108006,6,903
2080501108,2080501108007,7,686
2080501108,2080501108008,8,794
2080501108,2080501108009,9,931
2080501108,2080501108010,10,225
2080501108,2080501108011,11,66
2080501108,2080501108012,12,512
2080501108,2080501108013,13,832
2080501108,2080501108014,14,41
2080501108,2080501108015,15,300
2080501108,2080501108016,16,863
2080501108,2080501108017,17,797
2080501108,2080501108018,18,250
2080501126,2080501126001,1,236
2080501126,2080501126002,2,143
2080501128,2080501128001,1,153
2080501128,2080501128002,2,94
2080501128,2080501128003,3,246
2080501128,2080501128004,4,264
2080501128,2080501128005,5,167
2080501128,2080501128006,6,156
2080501128,2080501128007,7,116
2080501128,2080501128008,8,470
2080501136,2080501136001,1,750
2080501136,2080501136002,2,5
2080501136,2080501136003,3,616
2080501136,2080501136004,4,674
2080501136,2080501136005,5,635
2080501136,2080501136006,6,372
2080501136,2080501136007,7,155
2080501136,2080501136008,8,61
2080501136,2080501136009,9,825
2080501136,2080501136010,10,163
2080501136,2080501136011,11,56
2080501136,2080501136012,12,640
2080501136,2080501136013,13,178
2080601149,2080601149001,1,498
2080601149,2080601149002,2,431
2080601149,2080601149003,3,64
2080601149,2080601149004,4,584
2080601149,2080601149005,5,15
2080601149,2080601149006,6,213
2080601149,2080601149007,7,508
2080601149,2080601149008,8,142
2080601149,2080601149009,9,979
2080601149,2080601149010,10,693
2080601149,2080601149011,11,870
2080601149,2080601149012,12,958
2080601149,2080601149013,13,569
2080601149,2080601149014,14,598
2080601149,2080601149015,15,321
2080601149,2080601149016,16,142
2080601149,2080601149017,17,165
2080601149,2080601149018,18,996
2080601149,2080601149019,19,682
2080601149,2080601149020,20,45
2080701169,2080701169001,1,630
2080701169,2080701169002,2,963
2080701169,2080701169003,3,910
2080701169,2080701169004,4,765
2080701169,2080701169005,5,595
2080701169,2080701169006,6,702
2080701175,2080701175001,1,541
2080701175,2080701175002,2,382
2080701175,2080701175003,3,238
2090101178,2090101178001,1,219
2090101178,2090101178002,2,864
2090101180,2090101180001,1,533
2090101180,2090101180002,2,634
2090101180,2090101180003,3,74
2090101180,2090101180004,4,697
2090101180,2090101180005,5,524
2090101180,2090101180006,6,738
2090101180,2090101180007,7,914
2090101180,2090101180008,8,811
2090101188,2090101188001,1,55
2090101188,2090101188002,2,534
2090101188,2090101188003,3,451
2090101188,2090101188004,4,551
2090101188,2090101188005,5,317
2090301193,2090301193001,1,297
2090301193,2090301193002,2,226
2090301193,2090301193003,3,434
2090301193,2090301193004,4,714
2090301193,2090301193005,5,924
2090301193,2090301193006,6,976
2090301193,2090301193007,7,23
2090301193,2090301193008,8,330
2090301193,2090301193009,9,876
2090501202,2090501202001,1,976
2090501202,2090501202002,2,985
2090501202,2090501202003,3,179
2090501202,2090501202004,4,827
2090501202,2090501202005,5,629
2090501202,2090501202006,6,635
2090501202,2090501202007,7,973
2090501202,2090501202008,8,731
2090501202,2090501202009,9,106
2090501202,2090501202010,10,60
2090501202,2090501202011,11,212
2100101213,2100101213001,1,81
2100101213,2100101213002,2,392
2100101213,2100101213003,3,147
2100101213,2100101213004,4,530
2100101213,2100101213005,5,865
2100101213,2100101213006,6,828
2100101213,2100101213007,7,527
2100101220,2100101220001,1,340
2100101220,2100101220002,2,124
2100101220,2100101220003,3,894
2100101220,2100101220004,4,791
2100101220,2100101220005,5,48
2100101220,2100101220006,6,930
2100101220,2100101220007,7,24
2100101220,2100101220008,8,149
2100101220,2100101220009,9,55
2100101220,2100101220010,10,395
2100101220,2100101220011,11,103
2100101220,2100101220012,12,588
2100101220,2100101220013,13,16
2100101220,2100101220014,14,159
2100101220,2100101220015,15,583
2100101220,2100101220016,16,883
2100101220,2100101220017,17,448
2100101220,2100101220018,18,592
2100101220,2100101220019,19,331
2100101220,2100101220020,20,605
2100201240,2100201240001,1,715
2100201240,2100201240002,2,730
2100201240,2100201240003,3,754
2100201240,2100201240004,4,260
2100201240,2100201240005,5,498
2100201240,2100201240006,6,687
2100201240,2100201240007,7,750
2100201240,2100201240008,8,782
2100201240,2100201240009,9,738
2100201240,2100201240010,10,59
2100201240,2100201240011,11,642
2100201240,2100201240012,12,199
2100201240,2100201240013,13,135
2100201253,2100201253001,1,195
2100201253,2100201253002,2,121
2100201253,2100201253003,3,40
2100201253,2100201253004,4,746
2100201253,2100201253005,5,26
2100201253,2100201253006,6,835
2100201253,2100201253007,7,957
2100201253,2100201253008,8,756
2100201253,2100201253009,9,150
2100201253,2100201253010,10,975
2100201253,2100201253011,11,241
2100201253,2100201253012,12,773
2100201253,2100201253013,13,67
2100201253,2100201253014,14,377
2100201253,2100201253015,15,168
2100201253,2100201253016,16,926
2100201253,2100201253017,17,612
2100201253,2100201253018,18,35
2100201253,2100201253019,19,251
2100301272,2100301272001,1,727
2100301272,2100301272002,2,706
2100301272,2100301272003,3,507
2100301272,2100301272004,4,102
2100301272,2100301272005,5,319
2100301272,2100301272006,6,433
2100301272,2100301272007,7,808
2100301272,2100301272008,8,477
2100301272,2100301272009,9,537
2100301272,2100301272010,10,823
2100301272,2100301272011,11,968
2100301272,2100301272012,12,350
2100301272,2100301272013,13,714
2100301272,2100301272014,14,7
2100301272,2100301272015,15,172
2100301272,2100301272016,16,343
2100301272,2100301272017,17,87
2100301272,2100301272018,18,749
2100301272,2100301272019,19,712
2100501291,2100501291001,1,448
2100501291,2100501291002,2,569
2100501291,2100501291003,3,288
2100501291,2100501291004,4,157
2100501291,2100501291005,5,262
2100501291,2100501291006,6,428
2100501291,2100501291007,7,976
2100501291,2100501291008,8,484
2100501291,2100501291009,9,400
2100601300,2100601300001,1,688
2100601300,2100601300002,2,624
2100601300,2100601300003,3,199
2100601300,2100601300004,4,98
2100601300,2100601300005,5,140
2100601300,2100601300006,6,443
2100601300,2100601300007,7,595
2100601300,2100601300008,8,678
2100601308,2100601308001,1,585
2100601308,2100601308002,2,824
2100601308,2100601308003,3,676
2100601308,2100601308004,4,751
2100601308,2100601308005,5,785
2100601308,2100601308006,6,744
2100601308,2100601308007,7,849
2100601308,2100601308008,8,436
2100601308,2100601308009,9,189
2100601308,2100601308010,10,132
2110101318,2110101318001,1,849
2110101318,2110101318002,2,258
2110101318,2110101318003,3,998
2110101318,2110101318004,4,571
2110101318,2110101318005,5,694
2110101318,2110101318006,6,543
2110101318,2110101318007,7,893
2110101318,2110101318008,8,15
2110101318,2110101318009,9,362
2110101318,2110101318010,10,484
2110101318,2110101318011,11,748
2110101318,2110101318012,12,956
2110101318,2110101318013,13,991
2110101318,2110101318014,14,324
2110101332,2110101332001,1,359
2110101332,2110101332002,2,573
2110101332,2110101332003,3,340
2110101332,2110101332004,4,526
2110101332,2110101332005,5,189
2110101332,2110101332006,6,317
2110101332,2110101332007,7,409
2110101332,2110101332008,8,715
2110101332,2110101332009,9,512
2110101332,2110101332010,10,868
2110101332,2110101332011,11,531
2110101332,2110101332012,12,810
2110101332,2110101332013,13,123
2110101332,2110101332014,14,269
2110101332,2110101332015,15,73
2110201347,2110201347001,1,982
2110201347,2110201347002,2,315
2110201347,2110201347003,3,959
2110201347,2110201347004,4,258
2110201347,2110201347005,5,221
2110201347,2110201347006,6,939
2110301353,2110301353001,1,746
2110301353,2110301353002,2,92
2110301353,2110301353003,3,841
2110301353,2110301353004,4,407
2110301353,2110301353005,5,950
2110301353,2110301353006,6,662
2110301353,2110301353007,7,296
2110301353,2110301353008,8,736
2110301353,2110301353009,9,969
2110301353,2110301353010,10,768
2110301363,2110301363001,1,989
2110301363,2110301363002,2,301
2110301363,2110301363003,3,344
2110301363,2110301363004,4,740
2110301363,2110301363005,5,946
2110301363,2110301363006,6,589
2110301363,2110301363007,7,255
2110301363,2110301363008,8,486
2110301363,2110301363009,9,689
2110301363,2110301363010,10,415
2110401373,2110401373001,1,886
2110401373,2110401373002,2,628
2110401373,2110401373003,3,169
2110401373,2110401373004,4,519
2110401373,2110401373005,5,948
2110401373,2110401373006,6,122
2110401373,2110401373007,7,66
2110401373,2110401373008,8,256
2110401381,2110401381001,1,988
2110401381,2110401381002,2,177
2110401381,2110401381003,3,52
2110501384,2110501384001,1,436
2110501384,2110501384002,2,603
2110501384,2110501384003,3,813
2120101387,2120101387001,1,108
2120101387,2120101387002,2,139
2120101387,2120101387003,3,365
2120101387,2120101387004,4,104
2120101387,2120101387005,5,668
2120101387,2120101387006,6,692
2120101387,2120101387007,7,948
2120101387,2120101387008,8,876
2120101387,2120101387009,9,512
2120101387,2120101387010,10,54
2120101387,2120101387011,11,241
2120101387,2120101387012,12,197
2120101399,2120101399001,1,210
2120101399,2120101399002,2,619
2120301401,2120301401001,1,672
2120301401,2120301401002,2,68
2120301401,2120301401003,3,993
2120301401,2120301401004,4,136
2120301401,2120301401005,5,885
2120301401,2120301401006,6,254
2120301401,2120301401007,7,343
2120301401,2120301401008,8,91
2120301401,2120301401009,9,546
2120301401,2120301401010,10,442
2120301401,2120301401011,11,172
2120301401,2120301401012,12,759
2120301401,2120301401013,13,792
2120301401,2120301401014,14,351
2120301401,2120301401015,15,727
2120301401,2120301401016,16,973
2120301417,2120301417001,1,483
2120401418,2120401418001,1,187
2120401418,2120401418002,2,141
2120401418,2120401418003,3,213
2120401418,2120401418004,4,773
2120401418,2120401418005,5,846
2120401418,2120401418006,6,830
2120401418,2120401418007,7,889
2120401418,2120401418008,8,351
2120401418,2120401418009,9,365
2120401418,2120401418010,10,185
2120401418,2120401418011,11,210
2120401418,2120401418012,12,566
2120401418,2120401418013,13,796
2120401418,2120401418014,14,873
2120401418,2120401418015,15,119
2120401418,2120401418016,16,942
2120401418,2120401418017,17,906
2130101435,2130101435001,1,395
2130101435,2130101435002,2,788
2130101435,2130101435003,3,522
2130101435,2130101435004,4,189
2130101435,2130101435005,5,760
2130101435,2130101435006,6,348
2130101435,2130101435007,7,226
2130101435,2130101435008,8,241
2130201443,2130201443001,1,114
2130301444,2130301444001,1,247
2130301444,2130301444002,2,888
2130301444,2130301444003,3,434
2130301444,2130301444004,4,291
2130301444,2130301444005,5,825
2130301444,2130301444006,6,114
2130301444,2130301444007,7,919
2130301444,2130301444008,8,620
2130301444,2130301444009,9,965
2130301444,2130301444010,10,254
2130301444,2130301444011,11,991
2130301444,2130301444012,12,994
2130301444,2130301444013,13,129
2130301444,2130301444014,14,947
2130401458,2130401458001,1,623
2130401458,2130401458002,2,477
2130401458,2130401458003,3,645
2130401458,2130401458004,4,879
2130401462,2130401462001,1,770
2130401462,2130401462002,2,503
2130401462,2130401462003,3,526
2130401462,2130401462004,4,377
2130401462,2130401462005,5,844
2130401462,2130401462006,6,397
2130401462,2130401462007,7,18
2130401462,2130401462008,8,251
2130401462,2130401462009,9,268
2130401462,2130401462010,10,141
2130401462,2130401462011,11,247
2130401462,2130401462012,12,421
2130401462,2130401462013,13,328
2130401462,2130401462014,14,602
2130401462,2130401462015,15,808
2130401462,2130401462016,16,569
2130401462,2130401462017,17,278
2130401462,2130401462018,18,396
2140101480,2140101480001,1,815
2140101480,2140101480002,2,785
2140101480,2140101480003,3,636
2140101480,2140101480004,4,557
2140101480,2140101480005,5,957
2140101480,2140101480006,6,901
2140101480,2140101480007,7,390
2140101480,2140101480008,8,967
2140101480,2140101480009,9,735
2140101480,2140101480010,10,517
2140101480,2140101480011,11,384
2140101480,2140101480012,12,294
2140101480,2140101480013,13,245
2140101480,2140101480014,14,219
2140101480,2140101480015,15,50
2140101480,2140101480016,16,578
2140101480,2140101480017,17,222
2140101480,2140101480018,18,837
2140101480,2140101480019,19,878
2140101499,2140101499001,1,560
2140101499,2140101499002,2,139
2140101499,2140101499003,3,609
2140101499,2140101499004,4,961
2140101499,2140101499005,5,617
2140101499,2140101499006,6,140
2140101499,2140101499007,7,218
2140101499,2140101499008,8,340
2140201507,2140201507001,1,630
2140201507,2140201507002,2,827
2140201507,2140201507003,3,764
2140201507,2140201507004,4,480
2140201511,2140201511001,1,323
2140201511,2140201511002,2,519
2140201511,2140201511003,3,575
2140201511,2140201511004,4,412
2140201511,2140201511005,5,622
2140201511,2140201511006,6,45
2140201511,2140201511007,7,452
2140201511,2140201511008,8,424
2140201511,2140201511009,9,222
2140201511,2140201511010,10,340
2140201511,2140201511011,11,477
2140201511,2140201511012,12,734
2140201511,2140201511013,13,914
2140201511,2140201511014,14,282
2140201511,2140201511015,15,456
2140201511,2140201511016,16,615
2140201511,2140201511017,17,96
2150101528,2150101528001,1,289
2150101528,2150101528002,2,722
2150101528,2150101528003,3,657
2150101528,2150101528004,4,648
2150101528,2150101528005,5,852
2150101528,2150101528006,6,531
2150101528,2150101528007,7,46
2150101528,2150101528008,8,11
2150101528,2150101528009,9,146
2150101528,2150101528010,10,365
2150101528,2150101528011,11,114
2150101528,2150101528012,12,13
2150101528,2150101528013,13,522
2150101528,2150101528014,14,599
2150101528,2150101528015,15,482
2150101528,2150101528016,16,57
2150101544,2150101544001,1,868
2150101544,2150101544002,2,554
2150101544,2150101544003,3,844
2150101544,2150101544004,4,434
2150101544,2150101544005,5,51
2150101544,2150101544006,6,881
2150101544,2150101544007,7,932
2150101544,2150101544008,8,596
2150101544,2150101544009,9,848
2150101544,2150101544010,10,755
2150101544,2150101544011,11,977
2150101544,2150101544012,12,518
2150101544,2150101544013,13,280
2150101544,2150101544014,14,776
2150101558,2150101558001,1,609
2150101558,2150101558002,2,494
2150101558,2150101558003,3,465
2150101558,2150101558004,4,443
2150101558,2150101558005,5,532
2150101558,2150101558006,6,796
2150101558,2150101558007,7,751
2150201565,2150201565001,1,641
2150201565,2150201565002,2,738
2150201565,2150201565003,3,488
2150201565,2150201565004,4,382
2150201565,2150201565005,5,551
2150201565,2150201565006,6,143
2150201565,2150201565007,7,12
2150201565,2150201565008,8,585
2150201565,2150201565009,9,606
2150201565,2150201565010,10,391
2150201575,2150201575001,1,558
2160101576,2160101576001,1,865
2160101577,2160101577001,1,122
2160101577,2160101577002,2,788
2160101577,2160101577003,3,727
2160101577,2160101577004,4,262
2160101577,2160101577005,5,148
2160101577,2160101577006,6,391
2160101577,2160101577007,7,332
2160101577,2160101577008,8,670
2160101577,2160101577009,9,480
2160101577,2160101577010,10,541
2160101577,2160101577011,11,566
2160101577,2160101577012,12,857
2160101577,2160101577013,13,30
2160101577,2160101577014,14,456
2160101577,2160101577015,15,986
2160101577,2160101577016,16,80
2160101577,2160101577017,17,42
2160101577,2160101577018,18,282
2160101577,2160101577019,19,325
2160101577,2160101577020,20,839
2160101597,2160101597001,1,839
2160101597,2160101597002,2,626
2160101597,2160101597003,3,743
2160101597,2160101597004,4,892
2160101597,2160101597005,5,926
2160101597,2160101597006,6,77
2160101597,2160101597007,7,798
2160101597,2160101597008,8,274
2160101597,2160101597009,9,254
2160101597,2160101597010,10,587
2160101597,2160101597011,11,327
2160101597,2160101597012,12,920
2160101597,2160101597013,13,14
2160101597,2160101597014,14,376
2160101597,2160101597015,15,151
2160101597,2160101597016,16,697
2160101597,2160101597017,17,902
2160101597,2160101597018,18,341
2160101597,2160101597019,19,902
2160101597,2160101597020,20,51
2160101617,2160101617001,1,738
2160101617,2160101617002,2,555
2160101617,2160101617003,3,212
2160101617,2160101617004,4,508
2160101617,2160101617005,5,670
2160101617,2160101617006,6,678
2160101617,2160101617007,7,864
2160201624,2160201624001,1,737
2160201624,2160201624002,2,973
2160201624,2160201624003,3,865
2160201624,2160201624004,4,535
2160201624,2160201624005,5,888
2160201624,2160201624006,6,687
2170201630,2170201630001,1,967
2170201630,2170201630002,2,204
2170201630,2170201630003,3,753
2170201630,2170201630004,4,860
2170201630,2170201630005,5,597
2170201630,2170201630006,6,503
2170201630,2170201630007,7,697
2170201630,2170201630008,8,574
2170201630,2170201630009,9,853
2170201630,2170201630010,10,65
2170201630,2170201630011,11,708
2170201630,2170201630012,12,811
2170201630,2170201630013,13,684
2170201630,2170201630014,14,648
2170201630,2170201630015,15,820
2170301645,2170301645001,1,737
2170301645,2170301645002,2,808
2170301645,2170301645003,3,846
2170301645,2170301645004,4,274
2170301645,2170301645005,5,868
2170301645,2170301645006,6,326
2170301645,2170301645007,7,909
2170301645,2170301645008,8,286
2170301645,2170301645009,9,230
2170301645,2170301645010,10,350
2170301645,2170301645011,11,861
2170301645,2170301645012,12,992
2170301645,2170301645013,13,787
2170301645,2170301645014,14,508
2170301659,2170301659001,1,666
2170301659,2170301659002,2,919
2170301659,2170301659003,3,117
2170301659,2170301659004,4,253
2170301659,2170301659005,5,815
2170301659,2170301659006,6,846
2170301659,2170301659007,7,763
2170301659,2170301659008,8,462
2170301659,2170301659009,9,29
2170301659,2170301659010,10,245
2170301659,2170301659011,11,427
2170301659,2170301659012,12,447
2170301659,2170301659013,13,231
2170301659,2170301659014,14,392
2170301659,2170301659015,15,566
2170301659,2170301659016,16,626
2170301659,2170301659017,17,179
2170301659,2170301659018,18,893
2170301659,2170301659019,19,599
2170301659,2170301659020,20,152
2180101679,2180101679001,1,493
2180101679,2180101679002,2,982
2180101679,2180101679003,3,279
2180101682,2180101682001,1,620
2180101682,2180101682002,2,325
2180101682,2180101682003,3,434
2180201685,2180201685001,1,953
2180201685,2180201685002,2,355
2180301687,2180301687001,1,24
2180301687,2180301687002,2,489
2180301687,2180301687003,3,835
2180301687,2180301687004,4,453
2180301687,2180301687005,5,93
2180301687,2180301687006,6,237
2180301687,2180301687007,7,599
2180301687,2180301687008,8,261
2180301687,2180301687009,9,254
2180301687,2180301687010,10,505
2180301687,2180301687011,11,136
2180301687,2180301687012,12,3
2180301687,2180301687013,13,244
2180301687,2180301687014,14,267
2180301687,2180301687015,15,785
2180301687,2180301687016,16,763
2180301687,2180301687017,17,942
2180301687,2180301687018,18,913
2190201705,2190201705001,1,619
2190201705,2190201705002,2,513
2190201705,2190201705003,3,261
2190201705,2190201705004,4,240
2190201705,2190201705005,5,615
2190201705,2190201705006,6,904
2190201705,2190201705007,7,139
2190201705,2190201705008,8,21
2190201705,2190201705009,9,643
2190201705,2190201705010,10,447
2190201705,2190201705011,11,52
2190201705,2190201705012,12,741
2200201717,2200201717001,1,12
2200201717,2200201717002,2,341
2200201717,2200201717003,3,591
2200201717,2200201717004,4,907
2200201717,2200201717005,5,340
2200201717,2200201717006,6,912
2200201717,2200201717007,7,715
2200201717,2200201717008,8,966
2200201717,2200201717009,9,766
2200201717,2200201717010,10,497
2200201717,2200201717011,11,456
2200201728,2200201728001,1,951
2200201728,2200201728002,2,328
2200201728,2200201728003,3,737
2200201731,2200201731001,1,368
2200201731,2200201731002,2,832
2200201731,2200201731003,3,14
2200201731,2200201731004,4,345
2200201731,2200201731005,5,567
2200201731,2200201731006,6,761
2200201731,2200201731007,7,60
2200201731,2200201731008,8,313
2200201731,2200201731009,9,151
2200201731,2200201731010,10,139
2200201731,2200201731011,11,334
2200201731,2200201731012,12,533
2200201731,2200201731013,13,460
2200201731,2200201731014,14,904
2200201731,2200201731015,15,416
2200201731,2200201731016,16,1
2200201731,2200201731017,17,645
2200201731,2200201731018,18,356
2200201731,2200201731019,19,415
3020101750,3020101750001,1,69
3020101750,3020101750002,2,519
3020101750,3020101750003,3,924
3020101750,3020101750004,4,832
3020101750,3020101750005,5,610
3020101750,3020101750006,6,95
3020101750,3020101750007,7,145
3020101750,3020101750008,8,257
3020101750,3020101750009,9,534
3020101750,3020101750010,10,815
3020101750,3020101750011,11,790
3020201761,3020201761001,1,296
3020201761,3020201761002,2,819
3020201761,3020201761003,3,921
3020201761,3020201761004,4,551
3020201761,3020201761005,5,696
3020201761,3020201761006,6,851
3020201761,3020201761007,7,775
3020201761,3020201761008,8,507
3020201761,3020201761009,9,237
3020201761,3020201761010,10,394
3020201761,3020201761011,11,978
3020201761,3020201761012,12,451
3020201761,3020201761013,13,213
3020201761,3020201761014,14,658
3020201761,3020201761015,15,849
3020201776,3020201776001,1,261
3020201776,3020201776002,2,297
3020201776,3020201776003,3,471
3020201776,3020201776004,4,349
3020201776,3020201776005,5,464
3020201776,3020201776006,6,366
3020201776,3020201776007,7,437
3020201776,3020201776008,8,521
3020201776,3020201776009,9,877
3020201776,3020201776010,10,831
3020201776,3020201776011,11,212
3020201776,3020201776012,12,44
3020201776,3020201776013,13,85
3020201776,3020201776014,14,286
3020201776,3020201776015,15,422
3020201776,3020201776016,16,441
3020201776,3020201776017,17,114
3020201793,3020201793001,1,472
3020201793,3020201793002,2,613
3020201793,3020201793003,3,228
3020201793,3020201793004,4,382
3020201793,3020201793005,5,561
3020201793,3020201793006,6,532
3020201793,3020201793007,7,515
3020201793,3020201793008,8,201
3020201793,3020201793009,9,255
3020201793,3020201793010,10,693
3020201793,3020201793011,11,241
3020201793,3020201793012,12,964
3020201793,3020201793013,13,293
3020201793,3020201793014,14,810
3020201793,3020201793015,15,652
3020201793,3020201793016,16,769
3020201793,3020201793017,17,426
3020201793,3020201793018,18,451
3020201793,3020201793019,19,596
3020301812,3020301812001,1,834
3020301812,3020301812002,2,905
3020301812,3020301812003,3,735
3020301812,3020301812004,4,686
3020301812,3020301812005,5,601
3020301812,3020301812006,6,749
3020301812,3020301812007,7,511
3020301812,3020301812008,8,597
3030201820,3030201820001,1,744
3030201820,3030201820002,2,274
3030201820,3030201820003,3,176
3030201820,3030201820004,4,391
3030201820,3030201820005,5,33
3030201820,3030201820006,6,772
3030201826,3030201826001,1,991
3030201826,3030201826002,2,722
3030201826,3030201826003,3,40
3030201826,3030201826004,4,861
3030201826,3030201826005,5,853
3030201826,3030201826006,6,955
3030201826,3030201826007,7,906
3030201826,3030201826008,8,253
3030201826,3030201826009,9,490
3030201826,3030201826010,10,89
3030201836,3030201836001,1,979
3030201836,3030201836002,2,931
3030201836,3030201836003,3,930
3030201836,3030201836004,4,876
3030201836,3030201836005,5,92
3030201836,3030201836006,6,27
3030201836,3030201836007,7,742
3030201836,3030201836008,8,102
3030201836,3030201836009,9,718
3030201836,3030201836010,10,168
3030201836,3030201836011,11,207
3030201836,3030201836012,12,279
3030201836,3030201836013,13,70
3030201836,3030201836014,14,735
3030201836,3030201836015,15,432
3030301851,3030301851001,1,575
3030301851,3030301851002,2,80
3030301851,3030301851003,3,511
3030301851,3030301851004,4,441
3030301851,3030301851005,5,305
3030301851,3030301851006,6,673
3030301851,3030301851007,7,337
3030301851,3030301851008,8,103
3030301851,3030301851009,9,176
3030301851,3030301851010,10,859
